shipment_id,time_step,day_of_week,hour_of_day,demand_level,volume,weight,origin,destination,distance,transport_mode,route,delivery_deadline,weather_condition,weather_severity,traffic_congestion,port_status,road_incident,driver_fatigue,port_congestion,transit_time,fuel_price,co2_emissions,fuel_cost,emission_penalty,shipment_urgency,customer_satisfaction
0,95,Thursday,23,1.1779382039774609,10.0,1376.788528588533,Amsterdam,Munich,2669,air,Amsterdam-Prague(air) -> Prague-London(rail) -> London-Munich(road),267.2886320201863,clear,0.0,1.407774983930286,open,none,0.0,0.0,4.448333333333333,0.998094878816644,1816.6195258986638,2663.915231561623,299.1119317631298,0.5128522799663562,0.3369153849861023
1,114,Friday,18,0.8004546438984247,46.97354342848692,933.1551257307806,Hamburg,Genoa,1019,sea,Hamburg-Genoa(sea),261.14853728099365,clear,0.0,1.934938244572887,open,none,0.0,0.037928001558623546,68.21615968167123,0.16847908751833016,11.612416370017483,171.68019018117843,1.7418624555026223,0.7047524378650105,0.30162719202144744
2,161,Sunday,17,0.8414348983072852,32.63172019638275,1133.9783919714084,Barcelona,Hamburg,2459,sea,Barcelona-Hamburg(sea) -> Hamburg-Prague(sea) -> Prague-Hamburg(sea),297.8767781259294,clear,0.0,1.2243880041713249,open,none,0.0,0.038485153206095274,104.22133503036636,0.18756372736168989,30.552185048712197,461.21920558239543,4.58282775730683,0.5718720364567844,0.19700109894394294
3,148,Sunday,4,1.100090658168609,46.808584281551184,1367.8955287888393,Valencia,Madrid,303,rail,Valencia-Madrid(rail),199.23311745270695,fog,0.41452550870711224,1.8162884413119111,open,none,0.0,0.0,9.730793230198632,0.26228328640290627,15.311955660337986,79.4718357800806,2.2967933490506978,0.7146114709121552,0.3478426182061289
4,95,Thursday,23,0.9143721769205795,51.034827168575575,966.5732398593915,Antwerp,Budapest,3400,road,Antwerp-Budapest(road) -> Budapest-Brussels(rail) -> Brussels-Budapest(air),448.97942581251226,clear,0.0,1.231174427638828,open,none,0.15,0.0,80.23153353446362,0.4523442322632898,365.21364857730657,1537.9703896951853,59.1923245774742,0.2100342903124795,0.09255804371454733
5,91,Thursday,19,1.1100395602358073,55.81005824780356,877.4451699061734,Munich,Cologne,864,rail,Munich-Rotterdam(rail) -> Rotterdam-Cologne(road),358.8141406439918,rain,0.7081835272335968,2.433269519598122,open,none,0.0,0.0,44.88988583552889,0.2967895387529876,29.277308600592278,256.4261614825813,4.391596290088842,0.20364309892668034,0.452860026321854
6,105,Friday,9,1.1207239439666106,57.11753892048066,1350.5676507684761,Prague,Frankfurt,411,rail,Prague-Frankfurt(rail),162.0260240730288,rain,0.6670471049687953,1.9637242972566162,open,none,0.0,0.0,16.818227397888666,0.26241120693400927,20.544618263723752,107.85100604987781,3.0816927395585627,0.854956626544952,0.21390029780563197
7,18,Monday,18,1.195903394720867,58.248935120625845,1436.9170537149867,Lyon,Munich,1815,road,Lyon-Amsterdam(road) -> Amsterdam-Berlin(air) -> Berlin-Munich(air),149.52877525025193,clear,0.0,1.565277666739311,open,none,0.15,0.0,54.45209683169377,0.5831289605152463,305.4992451802951,1058.379063335172,55.76343520483939,0.5807853745829135,0.11743775227906052
8,164,Sunday,20,1.196083346789377,45.114034910057704,1300.210012074566,Madrid,Valencia,303,rail,Madrid-Valencia(rail),382.5495304410271,clear,0.0,1.2136742233247904,open,none,0.0,0.0,4.596791120842644,0.2589932687402061,12.973967767062842,78.47496042828246,1.9460951650594263,0.5857507825982882,0.21427364052586184
9,143,Saturday,23,1.048610493070066,51.84725155487129,1264.0217988380466,London,Frankfurt,2425,rail,London-Prague(rail) -> Prague-Genoa(road) -> Genoa-Frankfurt(road),353.24808305523095,clear,0.0,1.0444117882835868,open,none,0.0,0.0,31.658732332346226,0.24833542747157747,105.47153890357612,602.2134116185754,15.820730835536416,0.29958652824128174,0.0694979414533877
10,79,Thursday,7,1.0958753776520174,55.54622524851749,1338.4125378274493,Prague,Rome,1999,road,Prague-Cologne(road) -> Cologne-Marseille(rail) -> Marseille-Rome(air),205.56166729897606,storm,0.973054938560142,3.0,open,none,0.15,0.0,226.78786727544912,0.4913843360294983,358.58733172911496,982.2772877229671,64.99526861919249,0.5890638878350398,0.0
11,25,Tuesday,1,1.0298450440189437,72.1587775682232,1009.8652563641886,Copenhagen,Brussels,3400,road,Copenhagen-Brussels(road) -> Brussels-Valencia(rail) -> Valencia-Brussels(road),167.2575043729095,clear,0.0,1.4566857139518952,open,none,0.15,0.0,94.9273523591985,0.5376841200360438,405.1483204840281,1828.126008122549,69.57496354404613,0.5629041593784843,0.04755129946495417
12,101,Friday,5,1.1744065705838351,81.62643155501874,1468.0317444660461,Copenhagen,Prague,635,rail,Copenhagen-Prague(rail),368.6082545181536,clear,0.0,1.3035764703744372,open,none,0.0,0.0,10.347138233597097,0.2866828000490985,32.34241098446775,182.04357803117756,4.851361647670162,0.503986242469744,0.20965876186977672
13,76,Thursday,4,0.9160178484684512,53.63791600285589,1236.2986893547231,Rome,Marseille,604,road,Rome-Marseille(road),339.4737738888959,clear,0.0,1.1279045054633292,open,none,0.15,0.0,13.057374491580473,0.5385508444188453,84.85653337500769,325.28471002898254,16.35561562626827,0.36087704351850686,0.39150230189988683
14,12,Monday,12,1.1117637733386987,67.45781277780812,1090.4097589952519,Antwerp,Marseille,884,sea,Antwerp-Marseille(sea),256.673374290854,rain,0.979203823934708,1.0422506389587785,open,none,0.0,0.013491562555561623,61.604698892045654,0.20864811082155282,10.252860500157416,184.4449299662527,1.5379290750236123,0.24221104284857667,0.2808701830848007
15,70,Wednesday,22,1.1900706700851797,66.08832252597469,978.6957944689117,Copenhagen,Rotterdam,676,sea,Copenhagen-Rotterdam(sea),209.52886419730493,rain,0.2264902951199561,1.4561679750198646,open,none,0.0,0.023494857537056157,41.189516854493654,0.21751374355526953,7.709647560692635,147.0392906433622,1.156447134103895,0.7174518930044917,0.1493318906078513
16,127,Saturday,7,0.8858010912745734,43.24983610684331,606.7923800653809,Genoa,Lyon,1039,road,Genoa-Lyon(road) -> Lyon-Milan(rail) -> Milan-Lyon(rail),248.06559016944956,clear,0.0,1.345297443746924,open,none,0.15,0.0,26.790477511016867,0.3958625065751973,71.53814497932242,411.30114433163,12.01453804295052,0.7482240163842507,0.09541874613251793
17,80,Thursday,8,0.8986979982833597,10.0,1188.733504105693,Brussels,Valencia,1317,air,Brussels-Valencia(air),229.38856016401317,clear,0.0,1.9043842628484584,open,none,0.0,0.0,2.195,1.0469000587178414,763.2512288469228,1378.7673773313973,147.6166160107679,0.7010190663933114,0.3318357192623136
