shipment_id,time_step,day_of_week,hour_of_day,demand_level,volume,weight,origin,destination,distance,transport_mode,route,delivery_deadline,weather_condition,weather_severity,traffic_congestion,port_status,road_incident,driver_fatigue,port_congestion,transit_time,fuel_price,co2_emissions,fuel_cost,emission_penalty,shipment_urgency,customer_satisfaction
0,159,Sunday,15,0.8786865314065604,10.0,1039.8353147085904,Vienna,Antwerp,1706,air,Vienna-Warsaw(air) -> Warsaw-Antwerp(air),460.38723453693217,rain,0.698193379176392,1.4449670987995948,open,none,0.0,0.0,2.8433333333333333,0.8753107323108248,879.7959614923642,1493.280109322267,156.55683146328695,0.4476879424384464,0.13465390155867257
1,134,Saturday,14,0.9977487988371586,56.784414490310965,959.623597954014,Genoa,Munich,2304,sea,Genoa-Valencia(sea) -> Valencia-Munich(air),374.5334223620898,clear,0.0,1.4672270816281634,open,none,0.0,0.011356882898062193,113.96276795743333,0.16032619738587522,24.8644768948894,369.3915587770565,3.7296715342334097,0.3991109627298503,0.3691620845865187
2,2,Monday,2,0.951711373211067,35.27027794645022,919.2856279526192,Brussels,Rome,4043,road,Brussels-Rome(road) -> Rome-London(road) -> London-Rome(air),258.97551045518935,rain,0.42449105649226737,1.0797322218323457,open,none,0.15,0.0,119.18624027416314,0.46372194209421574,404.7384939957186,1874.8278118869143,65.06198631809164,0.3717074825746844,0.3469321403098113
3,60,Wednesday,12,0.9860433037954967,10.0,1116.2241509560697,Berlin,Budapest,688,air,Berlin-Budapest(air),133.82300870839285,clear,0.0,1.342649558789404,open,none,0.0,0.0,2.0,1.1732392992808083,381.5368228693729,807.1886379051961,62.392180615542394,0.8269616521526786,0.32159877849156565
4,39,Tuesday,15,1.0972613452164632,53.8691692984922,878.7696448596147,Munich,Frankfurt,305,road,Munich-Frankfurt(road),295.36516214324087,rain,0.5118553895163546,1.2764169779672447,open,none,0.15,0.0,11.281042983484038,0.5718120314547581,30.8060122075368,174.40266959370123,5.015526045684841,0.3727247297612652,0.377267779462237
5,7,Monday,7,0.8909062003506576,38.92246314789054,992.7657277339761,Munich,Budapest,743,rail,Munich-Prague(rail) -> Prague-Budapest(rail),90.04284562523767,clear,0.0,2.359571710386248,open,none,0.0,0.0,21.914522260212276,0.3076699011767097,26.586586674786773,228.59873657429532,3.9879880012180156,0.6615952572912704,0.07288876574965988
6,97,Friday,1,0.8136164436478205,42.93334770953419,845.0045250722454,Lyon,Copenhagen,1241,rail,Lyon-Cologne(rail) -> Cologne-Copenhagen(air),166.70383620553469,clear,0.0,1.2354327738369437,open,none,0.0,0.0,19.16465090414559,0.2897085433789393,34.618365555212456,359.5283023332637,5.192754833281868,0.8338269396574423,0.5504588825130033
7,60,Wednesday,12,1.0412126725428459,38.876596664204214,1004.5339144096386,Madrid,Marseille,817,road,Madrid-Marseille(road),204.89736985051735,clear,0.0,1.096055572353524,open,none,0.15,0.0,17.163316883412556,0.6103555210887007,90.68410580381114,498.66046072946847,16.385590209644505,0.558504383582471,0.21968611339518185
8,122,Saturday,2,1.1362561452177633,70.9563982156687,1058.5114769615914,Marseille,Valencia,641,sea,Marseille-Valencia(sea),356.61707246912295,clear,0.0,1.3818883669378854,open,none,0.0,0.020869929783297634,30.14256091865449,0.1562985091284988,7.461758384906806,100.18734435136773,1.1192637577360207,0.558971545884795,0.4183133007896805
9,70,Wednesday,22,0.9675810750853142,45.079038317505535,784.1504165529736,Prague,Paris,885,rail,Prague-Paris(rail),165.45178037076084,clear,0.0,1.0565210277776178,open,none,0.0,0.0,11.687763869789897,0.359042835291495,23.67169586735318,317.7529092329731,3.5507543801029766,0.7909136993820653,0.4702246921296444
10,16,Monday,16,0.8620462271955727,54.87865270285821,959.2189537781697,Rotterdam,Amsterdam,57,rail,Rotterdam-Amsterdam(rail),32.76494301293661,rain,0.4765311299257653,1.0570638199153972,open,none,0.0,0.0,1.1120611909516205,0.3426238841224236,1.8026156390025136,19.529561394978145,0.270392345850377,0.6220584283117723,0.44849908755550844
11,128,Saturday,8,0.9279127508406596,54.784489855731444,1308.4242402410218,Rotterdam,Hamburg,414,sea,Rotterdam-Hamburg(sea),211.83289332487516,clear,0.0,1.3751294595635715,open,none,0.0,0.010956897971146289,19.184713255937954,0.15992100334396375,6.017580685265155,66.207295384401,0.9026371027897733,0.5102785111252081,0.043985639495323685
12,135,Saturday,15,1.167256497288784,50.27176212849372,1409.2332152303973,Brussels,Copenhagen,798,rail,Brussels-Rotterdam(rail) -> Rotterdam-Amsterdam(road) -> Amsterdam-Copenhagen(sea),242.67045982811115,storm,0.9059874125552035,2.459477378490011,open,none,0.0,0.0,46.76013592554065,0.24453109021205513,41.60695699082292,195.13580998922,6.241043548623439,0.7705492336198148,0.27680900903498196
13,133,Saturday,13,0.988871020615484,42.70076888218437,1316.0591899765102,Antwerp,Madrid,2247,sea,Antwerp-Hamburg(sea) -> Hamburg-Madrid(air),333.4634953021339,clear,0.0,1.228491030030698,open,none,0.0,0.008540153776436875,92.799791672276,0.17406906620791002,31.415804395020356,391.13319176917383,4.712370659253053,0.3158941744964435,0.15839613878614386
14,108,Friday,12,1.171572438585853,71.27178761412233,925.010678425748,Munich,Copenhagen,2815,road,Munich-Barcelona(road) -> Barcelona-Copenhagen(sea),263.1783610533473,fog,0.30983553906700745,1.5521209205184205,open,none,0.15,0.0,109.69006947434866,0.43733722936257824,308.89474545368114,1231.1043006556577,60.23301268959214,0.3913693982444212,0.013164102274192211
15,77,Thursday,5,1.069530030601541,44.68811781674163,1050.011993025056,Brussels,Madrid,1316,road,Brussels-Madrid(road),192.47029086740966,clear,0.0,1.0808384270525446,open,none,0.15,0.0,27.262347925022016,0.5070945057711095,155.60097143697251,667.3363695947801,26.212141765416746,0.6075495152209839,0.33721241848936684
16,19,Monday,19,1.0515598174062688,48.034457486106135,1102.0945217737353,Milan,Warsaw,1928,rail,Milan-Rotterdam(rail) -> Rotterdam-Warsaw(rail),232.09793443406892,clear,0.0,1.9943635102147037,open,none,0.0,0.0,48.06416059617436,0.3303390231523338,77.69337930858839,636.8936366376996,11.654006896288259,0.44483677594321847,0.27866115933185004
17,131,Saturday,11,0.8872302607280929,10.0,792.0281550818843,Barcelona,Berlin,1559,air,Barcelona-Munich(air) -> Munich-Berlin(road),252.00934771381026,rain,0.6897386969279863,1.3241178461738325,open,none,0.0,0.0,2.598333333333333,0.7645102493761173,610.359429199837,1191.871478777367,118.41748536737502,0.5983177538103162,0.29677733865696027
18,149,Sunday,5,0.8099269339618699,32.98477226620103,781.3200657623446,Rotterdam,Berlin,1164,road,Rotterdam-Munich(road) -> Munich-Berlin(air),385.4575548502439,clear,0.0,1.213560692922105,open,accident,0.15,0.0,35.19690077681981,0.44384289623962747,101.238742833577,516.6331312229264,18.586252072673513,0.25590407524959347,0.5182691962705457
19,53,Wednesday,5,1.0874442243694598,43.50622607892248,921.2799510872015,Rome,Brussels,1370,road,Rome-Paris(road) -> Paris-Brussels(rail),347.11029026552274,clear,0.0,1.2155263146284505,open,none,0.15,0.0,31.91769514495206,0.5740142003653107,145.28313027145091,786.3994545004757,26.430973416535224,0.45981618289079546,0.06949812455860785
20,22,Monday,22,0.9199180903749133,17.56108402320292,888.802398500558,Copenhagen,Antwerp,1095,sea,Copenhagen-Antwerp(sea) -> Antwerp-Cologne(sea) -> Cologne-Antwerp(sea),243.373962384343,clear,0.0,1.2826488094193602,open,none,0.0,0.003512216804640584,46.98111187946231,0.22938095376087012,11.082083971348826,251.17214436815277,1.662312595702324,0.581043396026095,0.26408771334514913
