shipment_id,time_step,day_of_week,hour_of_day,demand_level,volume,weight,origin,destination,distance,transport_mode,route,delivery_deadline,weather_condition,weather_severity,traffic_congestion,port_status,road_incident,driver_fatigue,port_congestion,transit_time,fuel_price,co2_emissions,fuel_cost,emission_penalty,shipment_urgency,customer_satisfaction
0,150,Sunday,6,1.1444063486631126,69.24449110154256,989.3848315499026,Barcelona,Genoa,2353,sea,Barcelona-Budapest(sea) -> Budapest-Genoa(sea),365.6502474140858,clear,0.0,1.1962839580790898,open,none,0.0,0.023643437679406333,96.04696764661873,0.18401884028154536,25.588835391459273,432.99633118247624,3.8383253087188907,0.44058292097652363,0.36853233585803613
1,123,Saturday,3,0.8628187300508304,35.79203519143119,917.6925799571686,Amsterdam,Prague,712,rail,Amsterdam-Prague(rail),160.36091702404192,clear,0.0,1.0443286919877344,open,none,0.0,0.0,9.294525358690835,0.23286646319750332,21.203207473704552,165.80092179662236,3.1804811210556827,0.7377318049599302,0.09521032726870336
2,63,Wednesday,15,0.9485262318219648,10.0,563.9415253754122,Milan,Paris,640,air,Milan-Paris(air),272.64390714724254,rain,0.4081630076808195,1.454389218658045,open,none,0.0,0.0,2.0,1.12624863911348,180.4374714651553,720.7991290326272,28.00102052937998,0.6005934880879291,0.21008168883977618
3,139,Saturday,19,0.8683771052466082,46.14788125782996,851.950735493805,Berlin,Copenhagen,916,road,Berlin-Prague(road) -> Prague-Copenhagen(road),288.40493150541823,clear,0.0,1.0792481036065766,open,none,0.15,0.0,18.9479992056528,0.4427575097401764,89.99924844905085,405.5658789220016,16.442607909211844,0.550991780824303,0.32160505642938847
4,17,Monday,17,1.1966907605272739,67.09109944761961,968.448826193108,Warsaw,Frankfurt,2329,rail,Warsaw-Marseille(rail) -> Marseille-Frankfurt(air),129.4762831995272,clear,0.0,2.1752609256119175,open,none,0.0,0.0,63.327283696876954,0.30273491942839537,86.025232784047,705.0696273487328,12.90378491760705,0.7625395280007881,0.1651883397950633
5,148,Sunday,4,1.1539489323783185,47.026620921410135,989.560180317969,Marseille,Lyon,277,rail,Marseille-Lyon(rail),318.8924720320213,rain,0.4697855414001132,1.2795958543243604,open,none,0.0,0.0,6.5120327686180906,0.25390376072390763,9.295294495017794,70.33134172052242,1.394294174252669,0.3651792132799645,0.47139376164277597
6,37,Tuesday,13,1.1082629012917868,48.41310040374549,1319.432253621256,Hamburg,Valencia,1751,sea,Hamburg-Valencia(sea),161.7871174228181,rain,0.7397394279467454,1.421556450577837,open,none,0.0,0.009682620080749098,145.7464846365317,0.23557518639819094,26.74725529353664,412.49215138323234,4.012088294030495,0.5920214709619698,0.07638973330143191
7,90,Thursday,18,1.1570878007855092,61.70944161003928,1543.9733617363106,Barcelona,Rotterdam,2657,sea,Barcelona-Budapest(sea) -> Budapest-Rotterdam(sea),241.38818562801555,clear,0.0,1.7302792063260664,open,none,0.0,0.012341888322007855,155.13639514443162,0.19685940555521664,49.06694857745328,523.0554405602106,7.3600422866179915,0.5476863572866407,0.08122235371815278
8,157,Sunday,13,1.1014482689604492,35.360138236533345,1308.1371366495666,Brussels,Barcelona,3029,rail,Brussels-Warsaw(rail) -> Warsaw-Barcelona(road),482.6015281718047,clear,0.0,1.34003643740551,open,none,0.0,0.0,50.73712961126612,0.26499505295335657,132.71761052505855,802.6700153957171,19.90764157875878,0.2573307863803254,0.19622151439295815
9,106,Friday,10,0.8822358467927026,51.76109131718636,985.8221687428647,Warsaw,Berlin,1822,road,Warsaw-Berlin(road) -> Berlin-Brussels(rail) -> Brussels-Berlin(air),230.4860015878099,clear,0.0,1.1116699259373948,open,none,0.15,0.0,38.82136659694372,0.42747985410145467,201.90775069276876,778.8682941728504,32.57572481836329,0.7425233306869835,0.3339389527491393
10,22,Monday,22,0.8994708026260783,47.20902376471444,815.3308355394679,Marseille,Vienna,1013,rail,Marseille-Vienna(rail),110.27104758361308,clear,0.0,1.1388624523455941,open,none,0.0,0.0,14.420845802826085,0.330642295846625,27.876097820070573,334.94064569263116,4.181414673010586,0.6528815873606448,0.11327149426050333
